"sys_utterance","",165.0,170.329,5.329," これから「ドラマ」の話をしましょう！"
"sys_utterance","",170.329,177.6,7.271," 最近ドラマは見ましたか？"
"sys_utterance","",177.6,184.721,7.121," ドラマはよく見る方ですか？"
"sys_utterance","",184.721,195.801,11.08," よく見るんですか！いいですね。今期おすすめのドラマはありますか"
"sys_utterance","",195.801,211.17,15.369," そのドラマはどんな内容なんですか？"
"sys_utterance","",211.17,228.714,17.544," そのドラマのどういったところが好きなんですか？"
"sys_utterance","",228.714,239.218,10.504," なるほど、それは面白そうですね。私も、一度見てみたいです！"
"sys_utterance","",239.218,249.731,10.513," 放送予定のドラマでは「アノネ」というドラマが注目されているようです．ご存知ですか？"
"sys_utterance","",249.731,264.468,14.737," 主演は、映画「ちはやふる」でも活躍された，広瀬すずさんのようです．"
"sys_utterance","",264.468,280.157,15.689," ドラマ「アノネ」は、生きることの意味，生きるうえで大切なものは何か，を問いかけ，真実の人間の愛を見つける物語のようです．"
"sys_utterance","",280.157,288.852,8.695," 2018年の1月から放送されるようですよ？"
"sys_utterance","",288.852,298.589,9.737," ドラマ「アノネ」を知っていますか？"
"sys_utterance","",298.589,304.797,6.208," 見るつもりはありますか？"
"sys_utterance","",304.797,314.461,9.664," そうなんですか！私も見てみたいものです．"
"sys_utterance","",314.461,321.31,6.849," これから「ゲーム」について話しましょう"
"sys_utterance","",321.31,328.102,6.792," 最近ゲームはしますか？"
"sys_utterance","",328.102,342.183,14.081," ゲームは良くする方なんですか？"
"sys_utterance","",342.183,356.063,13.88," 携帯ゲームかテレビゲームならどちらをしますか？"
"sys_utterance","",356.063,370.416,14.353," いつもはどんなジャンルのゲームをするんですか？"
"sys_utterance","",370.416,382.232,11.816," 最近注目されているゲームでは「モンスターハンターワールド」というものがあるそうですよ？"
"sys_utterance","",382.232,399.64,17.408," プレイステーションフォーで遊ぶことができるゲームで，狩りをする人気ゲームの最新作だそうです！"
"sys_utterance","",399.64,405.409,5.769," そうなんですか，それは残念です．"
"sys_utterance","",405.409,415.529,10.12," 「モンスターハンター」をやったことがありますか？"
"sys_utterance","",415.529,420.642,5.113," 2018年1月発売予定のようですよ？"
"sys_utterance","",420.642,436.714,16.072," やってみたいと思いますか？"
"sys_utterance","",436.714,444.178,7.464," これから「スポーツ」について話しましょう！"
"sys_utterance","",444.178,453.795,9.617," 最近スポーツはしましたか？"
"sys_utterance","",453.795,463.515,9.72," スポーツはよくするんですか？"
"sys_utterance","",463.515,471.035,7.52," 好きなスポーツはなんですか？"
"sys_utterance","",471.035,480.244,9.209," そのスポーツはするほうが好きですか？それとも見るほうが好きですか？"
"sys_utterance","",480.244,496.484,16.24," するのが好きなんですね．最近はどこでしたんですか？"
"sys_utterance","",496.484,514.949,18.465," そのスポーツはどういったところが面白いんですか？"
"sys_utterance","",514.949,523.781,8.832," なるほど、面白そうですね，機会があればわたしもやってみたいです！"
"sys_utterance","",523.781,532.694,8.913," 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？"
"sys_utterance","",532.694,545.622,12.928," 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるので行ってみたいものですね！"
"sys_utterance","",545.622,554.014,8.392," オリンピックは今までに見たことはありますか？"
"sys_utterance","",554.014,565.878,11.864," 日本で開催されるオリンピックを、見に行く予定はありますか？"
"sys_utterance","",565.878,575.359,9.481," そうですね、私も行けたら行きたいです！"
"sys_utterance","",575.359,582.487,7.128," これから「鉄道」について話しましょう"
"sys_utterance","",582.487,593.655,11.168," 電車は好きですか？"
"sys_utterance","",593.655,604.431,10.776," 電車に乗るのがすきなんですか？それとも見るのが好きなんですか？"
"sys_utterance","",604.431,622.009,17.578," そうなんですか。どういったところが好きなんですか？"
"sys_utterance","",622.009,634.977,12.968," なるほど。それは興味がありますね。私も一度、見てみようと思います！"
"sys_utterance","",634.977,646.545,11.568," 臨時寝台特別急行列車であるトワイライトエクスプレスが運行終了したそうですね．ご存知でしたか？"
"sys_utterance","",646.545,671.347,24.802," トワイライトエクスプレスは、1989年7月21日に運転を開始し、平均所要時間は、下りだと約22時間だそうです！長いですね"
"sys_utterance","",671.347,685.235,13.888," 2017年の春からは、トワイライトエクスプレスみずかぜとして、トワイライトエクスプレスの名称は、受け継がれたそうです！"
"sys_utterance","",685.235,692.051,6.816," ご存知でしたか？"
"sys_utterance","",692.051,702.332,10.281," のってみたいですか？"
"sys_utterance","",702.332,711.796,9.464," そうなんですか。それは残念です・・"
"sys_utterance","",711.796,719.211,7.415," これから「ファッション」について話しましょう"
"sys_utterance","",719.211,734.732,15.521," ファッションに興味はありますか？"
"sys_utterance","",734.732,750.493,15.761," ファッションに興味はありますか？"
"sys_utterance","",750.493,759.365,8.872," ファッション雑誌を読むのが好きなんですか？"
"sys_utterance","",759.365,770.27,10.905," どんなファッション雑誌を読むんですか？"
"sys_utterance","",770.27,789.326,19.056," その雑誌のどんなところが好きなんですか？"
"sys_utterance","",789.326,798.462,9.136," どんな服が好きなんですか？"
"sys_utterance","",798.462,804.319,5.857," 好きなブランドはありますか？"
"sys_utterance","",804.319,815.871,11.552," なんていうブランドなんですか？"
"sys_utterance","",815.871,829.783,13.912," そのブランドのどんなところが好きなんですか？"
