"sys_utterance","",155.0,163.024,8.024," これから「アニメ・漫画」について話しましょう！"
"sys_utterance","",163.024,174.199,11.175," 最近アニメや漫画をよく見ますか？"
"sys_utterance","",174.199,185.35,11.151," どちらかといえば、アニメか漫画のどちらを見るんですか？"
"sys_utterance","",185.35,197.174,11.824," アニメですか。おすすめのアニメってありますか？"
"sys_utterance","",197.174,200.894,3.72," すみません、知らないです。"
"sys_utterance","",200.894,215.581,14.687," それは一体どういった内容なんですか？"
"sys_utterance","",215.581,231.916,16.335," どういったところが好きなんですか？"
"sys_utterance","",231.916,242.435,10.519," 私も興味が出てきました。私も今度見てみたいと思います！"
"sys_utterance","",242.435,253.786,11.351," 2018年には野球漫画の「メジャーセカンド」がアニメ化されるようですよ，ご存知ですか？"
"sys_utterance","",253.786,268.609,14.823," 2018年の4月頃から、NHKで放送されるようです！"
"sys_utterance","",268.609,282.28,13.671," 「メジャーセカンド」は前作で主人公だった茂野吾郎の息子の茂野だいごが主人公のようです．"
"sys_utterance","",282.28,295.967,13.687," 有名な野球選手である父を持つがゆえの，苦悩や挫折を描いているそうです．"
"sys_utterance","",295.967,302.263,6.296," アニメ化することはご存知でしたか？"
"sys_utterance","",302.263,308.127,5.864," 「メジャー」のアニメを見ようと思いますか？"
"sys_utterance","",308.127,315.054,6.927," いいですね，私も見てみたいです！"
"sys_utterance","",315.054,321.342,6.288," これから「ゲーム」について話しましょう"
"sys_utterance","",321.342,329.629,8.287," 最近ゲームはしますか？"
"sys_utterance","",329.629,341.388,11.759," おすすめのゲームってありますか？"
"sys_utterance","",341.388,350.252,8.864," 携帯ゲームかテレビゲームならどちらをしますか？"
"sys_utterance","",350.252,362.059,11.807," いつもはどんなジャンルのゲームをするんですか？"
"sys_utterance","",362.059,375.762,13.703," では、やったことのあるゲームの中で、もう一度やりたいものはありますか？"
"sys_utterance","",375.762,388.057,12.295," それは一体どんなゲームなんですか？"
"sys_utterance","",388.057,402.488,14.431," そのゲームのどんなところが好きなんですか？"
"sys_utterance","",402.488,410.632,8.144," なるほど。私もやってみたいです！"
"sys_utterance","",410.632,420.383,9.751," 最近注目されているゲームでは「モンスターハンターワールド」というものがあるそうですよ？"
